"ID";"SIREN";"Organisation_name";"Type_of_org";"zip_code";"City";"Department_code";"Department_name";"Region";"categorie_entreprise";"etablissements";"creation_date";"juridical_nature";"is_sse";"is_mission_driven"
289;58804790;"FADISFERM";"Cooperative";13830;"ROQUEFORT-LA-BEDOULE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
290;335036083;"ASSOC GYMNASTIQUE VOLONTAIRE";"Associations";71390;"SAINT-DESERT";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";"PME";"1";"1985-09-11";"9220";"TRUE";"FALSE"
291;379802333;"ASSOCIATION MEDIA MEDITERRANEE";"Associations";13006;"MARSEILLE 6";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1989-03-22";"9220";"TRUE";"FALSE"
292;397527292;"ASSOCIAT PROTECTION DES ABORDS DE L'ARVE";"Associations";74100;"ANNEMASSE";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"1994-02-28";"9220";"TRUE";"FALSE"
293;407716059;"TENNIS CLUB AUREC";"Associations";43110;"AUREC-SUR-LOIRE";"43";"HAUTE LOIRE";"AUVERGNE RHONE ALPES";"PME";"1";"1994-11-16";"9220";"TRUE";"FALSE"
294;441999828;"COMITE DES FETES";"Associations";43510;"CAYRES";"43";"HAUTE LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"1985-01-01";"9220";"TRUE";"FALSE"
295;434010401;"ECRILIDIRE";"Associations";13014;"MARSEILLE 14";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2000-12-12";"9220";"TRUE";"FALSE"
296;453268682;"ATHLETIC HANDBALL SAINT VALLIER";"Associations";26240;"SAINT-VALLIER";"26";"DROME";"AUVERGNE RHONE ALPES";"PME";"1";"2004-04-27";"9220";"TRUE";"FALSE"
297;488033846;"FIATLUX";"Associations";13007;"MARSEILLE 7";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2005-11-25";"9220";"TRUE";"FALSE"
298;491669735;"KINESIOLOGIE APPLIQUEE";"Associations";13009;"MARSEILLE 9";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2005-11-30";"9220";"TRUE";"FALSE"
299;500065065;"ASS. MARIE CECILE BRASSEUR";"Associations";73100;"AIX-LES-BAINS";"73";"SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"2000-12-18";"9220";"TRUE";"FALSE"
300;510919129;"ASSOCIATION CANINE JURA SUD";"Associations";39360;"JEURRE";"39";"JURA";"BOURGOGNE FRANCHE COMTE";NA;"1";"1999-01-19";"9220";"TRUE";"FALSE"
301;523666758;"MOTO CLUB HAPPY COOLOS";"Associations";42160;"BONSON";"42";"LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"2010-05-11";"9220";"TRUE";"FALSE"
302;751113325;"MACON ANIMATIONS";"Associations";71000;"MACON";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2012-03-01";"9220";"TRUE";"FALSE"
303;779493188;"ASSOC D EDUCATION POPULAIRE";"Associations";38850;"CHARAVINES";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
304;798906731;"OSTINATO";"Associations";89460;"TRUCY-SUR-YONNE";"89";"YONNE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2013-10-15";"9220";"TRUE";"FALSE"
305;58805599;"ASSOCIATION LE THABOR";"Associations";13015;"MARSEILLE 15";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
306;335036091;"ASS INTERMMUNALE DEVELOP ARTIST CULTUR";"Associations";71600;"POISSON";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";"PME";"1";"1986-01-01";"9220";"TRUE";"FALSE"
307;379803166;"ASS FUVEAU LOISIRS";"Associations";13710;"FUVEAU";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1990-01-08";"9220";"TRUE";"FALSE"
308;397528423;"CERCLE ALGERIANISTE DE TOULON";"Associations";83000;"TOULON";"83";"VAR";"PROVENCE ALPES COTE D AZUR";NA;"1";"1994-06-29";"9220";"TRUE";"FALSE"
309;407719277;"ASSOCIATION LTS";"Associations";25000;"BESANCON";"25";"DOUBS";"BOURGOGNE FRANCHE COMTE";"PME";"1";"1996-06-01";"9220";"TRUE";"FALSE"
310;442001756;"SOLI 13";"Associations";13003;"MARSEILLE 3";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2002-02-06";"9220";"TRUE";"FALSE"
311;434012746;"SOC DES AMIS DES ARTS DE GRENOBLE";"Associations";38000;"GRENOBLE";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1914-12-23";"9220";"TRUE";"FALSE"
312;453271603;"LOCUS SOLUS";"Associations";38300;"MAUBEC";"38";"ISERE";"AUVERGNE RHONE ALPES";"PME";"1";"2004-01-12";"9220";"TRUE";"FALSE"
313;488033853;"L ECHAPPEE BELLE";"Associations";13015;"MARSEILLE 15";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1997-02-18";"9220";"TRUE";"FALSE"
314;491670014;"BARCAROLLE LYRIQUE";"Associations";83200;"TOULON";"83";"VAR";"PROVENCE ALPES COTE D AZUR";NA;"1";"2006-05-15";"9220";"TRUE";"FALSE"
315;500065370;"ASS SCOLA IN FESTA";"Associations";20144;"ZONZA";"2A";"CORSE DU SUD";"CORSE";NA;"1";"2006-04-10";"9220";"TRUE";"FALSE"
316;510926470;"ASSOCIATION";"Associations";38610;"GIERES";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"2006-10-11";"9220";"TRUE";"FALSE"
317;523674331;"POUR LA PROMOTION ET L INSERTION DES DEFICIENTS VISUE";"Associations";69002;"LYON 2EME";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2010-05-01";"9220";"TRUE";"FALSE"
318;751113390;"FOYER RURAL DE CHARBONNIERES";"Associations";71260;"CHARBONNIERES";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2011-05-08";"9220";"TRUE";"FALSE"
319;779493667;"MJC DE L AGGLOMERAT PONTOISE";"Associations";38230;"CHARVIEU-CHAVAGNEUX";"38";"ISERE";"AUVERGNE RHONE ALPES";"PME";"1";"1900-01-01";"9220";"TRUE";"FALSE"
320;798906863;"NATIONSORG";"Associations";69003;"LYON 3EME";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2013-11-27";"9220";"TRUE";"FALSE"
321;58806100;"ECOLE DE PROVENCE COLLEGE";"Associations";13008;"MARSEILLE 8";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
322;335037693;"COMITE DEPART MALADIES RESPIRATOIRES";"Associations";58000;"NEVERS";"58";"NIEVRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1985-04-16";"9220";"TRUE";"FALSE"
323;379804800;"ASSOCIATION QUARTIERS NORD";"Associations";13003;"MARSEILLE 3";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"1990-10-29";"9220";"TRUE";"FALSE"
324;397530841;"O K GESTION";"Associations";26160;"LA BEGUDE-DE-MAZENC";"26";"DROME";"AUVERGNE RHONE ALPES";"PME";"1";"1994-03-10";"9220";"TRUE";"FALSE"
325;407720697;"CUMA DE VICO";"Cooperative";20160;"VICO";"2A";"CORSE DU SUD";"CORSE";NA;"1";"1996-06-07";"6316";"TRUE";"FALSE"
326;442002499;"SPORTING CLUB VALENCE LE HAUT";"Associations";26000;"VALENCE";"26";"DROME";"AUVERGNE RHONE ALPES";NA;"1";"1997-03-19";"9220";"TRUE";"FALSE"
327;434013868;"INFIPP";"Cooperative";69120;"VAULX-EN-VELIN";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2001-01-01";"5560";"TRUE";"FALSE"
328;453271975;"CHATON NON OUI A LA STERILISATION";"Associations";69220;"BELLEVILLE-EN-BEAUJOLAIS";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"2004-03-26";"9220";"TRUE";"FALSE"
329;488043498;"QUADRIFONIC";"Associations";43000;"CEYSSAC";"43";"HAUTE LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"2002-06-01";"9220";"TRUE";"FALSE"
330;491670097;"LES OLEICULTEURS PELISSANNAIS ET ENVIRONS";"Associations";13330;"PELISSANNE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1999-08-24";"9220";"TRUE";"FALSE"
331;500065800;"OPEN TENNIS CLUB";"Associations";20600;"BASTIA";"2B";"HAUTE CORSE";"CORSE";"PME";"1";"1996-11-12";"9220";"TRUE";"FALSE"
332;510930720;"ENGLISH CIRCLE CONTACT";"Associations";69400;"VILLEFRANCHE-SUR-SAONE";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2009-02-07";"9220";"TRUE";"FALSE"
333;523676575;"ASSOC SOUTIEN DEVELOPPEMENT ACTION SOCIOCULTURELLE SPORTIVE MAISON D ARRET";"Associations";89000;"AUXERRE";"89";"YONNE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1986-05-15";"9220";"TRUE";"FALSE"
334;751113432;"FESTIV'ART";"Associations";73420;"DRUMETTAZ-CLARAFOND";"73";"SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"2006-06-05";"9220";"TRUE";"FALSE"
335;779494004;"AMIC BOULE SOC SPORTS BUVET";"Associations";38670;"CHASSE-SUR-RHONE";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
336;798906889;"COLLECTIF REPRESENTISTE";"Associations";69008;"LYON 8EME";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"2011-07-23";"9220";"TRUE";"FALSE"
337;58808015;"SOCIETE COOPERATIVE DU LAMANAGE DES PORTS DE MARSEILLE ET DU GOLFE DE FOS (ENTREPRISE MARITIME)";"Cooperative";13002;"MARSEILLE 2";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
338;335038774;"SURPRISE";"Associations";43120;"MONISTROL-SUR-LOIRE";"43";"HAUTE LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"1986-02-10";"9220";"TRUE";"FALSE"
339;379805179;"OFFICE MUNICIPAL DE LA CULTURE";"Associations";13320;"BOUC-BEL-AIR";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1990-01-01";"9220";"TRUE";"FALSE"
340;397531047;"ASS MOTO CLUB BEAUJOLAIS";"Associations";69480;"LACHASSAGNE";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1994-06-29";"9220";"TRUE";"FALSE"
341;407722214;"COMITE DES FETES DE FONTANNES";"Associations";43100;"FONTANNES";"43";"HAUTE LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"1996-03-23";"9220";"TRUE";"FALSE"
342;442004677;"RUGBY CLUB DU PAYS DE FAYENCE";"Associations";83440;"FAYENCE";"83";"VAR";"PROVENCE ALPES COTE D AZUR";"PME";"1";"2002-01-24";"9220";"TRUE";"FALSE"
343;434014338;"PROVENCE ASSISTANCE";"Associations";13400;"AUBAGNE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"2000-01-24";"9220";"TRUE";"FALSE"
344;453273203;"ALERTE SANFLORAINE";"Associations";15100;"SAINT-FLOUR";"15";"CANTAL";"AUVERGNE RHONE ALPES";NA;"1";"1994-01-08";"9220";"TRUE";"FALSE"
345;488046251;"CENTRE COMMUNAUTAIRE JUIF DE CHAMBERY ET DE SAVOIE JOSEPH COLON";"Associations";73000;"CHAMBERY";"73";"SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"1994-04-28";"9220";"TRUE";"FALSE"
346;491670188;"GROUPEMENT D INTERET CYNEGETIQUE";"Associations";13140;"MIRAMAS";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2005-12-02";"9220";"TRUE";"FALSE"
347;500065826;"LYON NOUVEL HORIZON";"Associations";69007;"LYON 7EME";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2005-03-09";"9220";"TRUE";"FALSE"
348;510931942;"OBJECTIF HAUT NIVEAU";"Associations";13008;"MARSEILLE 8";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2006-06-16";"9220";"TRUE";"FALSE"
349;527733398;"CHAPERCHE";"Associations";13008;"MARSEILLE 8";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2009-10-23";"9220";"TRUE";"FALSE"
350;751113473;"SOC DE CHASSE COMMUNALE D AUXY";"Associations";71400;"AUXY";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1975-07-07";"9220";"TRUE";"FALSE"
351;779494418;"COMITE D EDUCATION POPULAIRE";"Associations";38980;"CHATENAY";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
352;798906988;"THIBAUT MUGNIER MOTO CROSS COMPETITION (TMX)";"Associations";71100;"CHALON-SUR-SAONE";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2002-10-18";"9220";"TRUE";"FALSE"
353;59501783;"STE COOPERATIVE D APPROVISIONNEMENT DES MAITRES COIFFEURS DE GRENOBLE ET DE L ISERE.";"Cooperative";38100;"GRENOBLE";"38";"ISERE";"AUVERGNE RHONE ALPES";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
354;335039061;"ASSOC SPORTIVE FONTAINE DU BAC";"Associations";63000;"CLERMONT-FERRAND";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";NA;"1";"1986-02-28";"9220";"TRUE";"FALSE"
355;379806433;"UNION REGIO SOURDS & MALENTENDANTS PACAC";"Associations";13010;"MARSEILLE 10";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1976-04-16";"9220";"TRUE";"FALSE"
356;397532649;"ASSOCIATION CHEMINEMENTS";"Associations";70190;"RIOZ";"70";"HAUTE SAONE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1989-12-20";"9220";"TRUE";"FALSE"
357;407724913;"FESTIVAL C DANS LA RUE";"Associations";58140;"LORMES";"58";"NIEVRE";"BOURGOGNE FRANCHE COMTE";"PME";"1";"1996-07-26";"9220";"TRUE";"FALSE"
358;442004693;"MED'IN CULTURE";"Associations";13001;"MARSEILLE 1";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1998-11-02";"9220";"TRUE";"FALSE"
359;434015228;"FILIGRANE";"Associations";84600;"VALREAS";"84";"VAUCLUSE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2000-07-01";"9220";"TRUE";"FALSE"
360;453273674;"LUGARDESPACE";"Associations";15190;"LUGARDE";"15";"CANTAL";"AUVERGNE RHONE ALPES";NA;"1";"2003-01-28";"9220";"TRUE";"FALSE"
361;488047168;"LES AMIS DE ST JEAN";"Associations";13580;"LA FARE-LES-OLIVIERS";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2002-11-19";"9220";"TRUE";"FALSE"
362;491670378;"JUKE BOX";"Associations";13810;"EYGALIERES";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2006-07-10";"9220";"TRUE";"FALSE"
363;500066006;"ASSOCIATION SPORTIVE COLLEGE HENRY DUNANT";"Associations";21000;"DIJON";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"1967-10-16";"9220";"TRUE";"FALSE"
364;510935794;"COMITE D INTERET LOCAL DU FORT ROUGE";"Associations";83200;"TOULON";"83";"VAR";"PROVENCE ALPES COTE D AZUR";NA;"1";"1928-06-03";"9220";"TRUE";"FALSE"
365;527733497;"CHORALE ALLEGRIA";"Associations";69240;"THIZY-LES-BOURGS";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1974-05-08";"9220";"TRUE";"FALSE"
366;751113523;"ASS AMICALE DES JURIDICTIONS ADMINISTRATIVES DE LYON";"Associations";69003;"LYON 3EME";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1989-04-28";"9220";"TRUE";"FALSE"
367;779494723;"OGEC";"Associations";38440;"CHATONNAY";"38";"ISERE";"AUVERGNE RHONE ALPES";"PME";"1";"1900-01-01";"9220";"TRUE";"FALSE"
368;798907044;"ASSOCIATION JOYEUX BOULISTES DE PUSIGNAN";"Associations";69330;"PUSIGNAN";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"2013-09-07";"9220";"TRUE";"FALSE"
369;59800235;"SACICAP MIDI MEDITERRANEE";"Cooperative";13001;"MARSEILLE 1";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
370;335039079;"GYMNASTIQUE VOLONTAIRE CENTRE";"Associations";63000;"CLERMONT-FERRAND";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";NA;"1";"1986-01-01";"9220";"TRUE";"FALSE"
371;379811532;"COLLEGE INTERDISCIPLINAIRE BAT GENIE CIV";"Associations";69002;"LYON 2EME";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"1990-10-17";"9220";"TRUE";"FALSE"
372;397532946;"ASUL DIAMONDS BASEBALL SOFTBALL";"Associations";69100;"VILLEURBANNE";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1994-06-01";"9220";"TRUE";"FALSE"
373;407725621;"ARTECO";"Associations";13290;"AIX-EN-PROVENCE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"1996-05-14";"9220";"TRUE";"FALSE"
374;442004883;"VIV'ENS";"Associations";42470;"SAINT-SYMPHORIEN-DE-LAY";"42";"LOIRE";"AUVERGNE RHONE ALPES";"PME";"1";"2002-05-17";"9220";"TRUE";"FALSE"
375;434017505;"HISTOIRE D'EN PARLER";"Associations";74000;"ANNECY";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";"PME";"1";"1999-01-26";"9220";"TRUE";"FALSE"
376;453273898;"BOXING CLUB DE RIVE DE GIER";"Associations";42800;"RIVE-DE-GIER";"42";"LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"1996-09-04";"9220";"TRUE";"FALSE"
377;488047556;"AMICALE DES PARENTS D ELEVES DE CRANDELLES";"Associations";15250;"CRANDELLES";"15";"CANTAL";"AUVERGNE RHONE ALPES";NA;"1";"2006-01-13";"9220";"TRUE";"FALSE"
378;491670790;"CERCLE AEROSTATIQUE PAYS MONTBELIARD";"Associations";25310;"ABBEVILLERS";"25";"DOUBS";"BOURGOGNE FRANCHE COMTE";NA;"1";"1995-03-21";"9220";"TRUE";"FALSE"
379;500066089;"ASS JEUNESSE AVENIR 6EME SECTEUR";"Associations";13011;"MARSEILLE 11";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2006-08-23";"9220";"TRUE";"FALSE"
380;510939168;"L ATELIER DU JARDINIER";"Associations";63430;"PONT-DU-CHATEAU";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";"PME";"1";"2009-03-11";"9220";"TRUE";"FALSE"
381;527734032;"LYON CANUTS";"Associations";69002;"LYON 2EME";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"1994-12-06";"9220";"TRUE";"FALSE"
382;751132440;"PRO COM MUSIC PRODUCTION";"Associations";13480;"CABRIES";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2012-01-16";"9220";"TRUE";"FALSE"
383;779495050;"CANTINE SCOLAIRE DE CHATTE";"Associations";38160;"CHATTE";"38";"ISERE";"AUVERGNE RHONE ALPES";"PME";"1";"1900-01-01";"9220";"TRUE";"FALSE"
384;798907135;"CLUB DU TROISIEME AGE CLUB DE L'AVENIR";"Associations";73210;"LANDRY";"73";"SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"2013-03-25";"9220";"TRUE";"FALSE"
385;59804484;"SOCIETE COOPERATIVE OUVRIERE MANUTENTION";"Cooperative";13002;"MARSEILLE 2";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
386;335040416;"RESTAUR ADMINIST DE CHAROLLES";"Associations";71120;"CHAROLLES";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1986-03-18";"9220";"TRUE";"FALSE"
387;379813918;"ASSOCIATION SPORTIVE DE FONTLONGUE";"Associations";13140;"MIRAMAS";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1961-04-01";"9220";"TRUE";"FALSE"
388;397533613;"FONDATION ENTREPRISE REUSSITE SCOLAIRE";"Fondations";69004;"LYON 4EME";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";NA;"1994-05-08";"9300";"TRUE";"FALSE"
389;407727247;"INFORMATIQUE MUSIQUE SPECTACLE";"Associations";70000;"NOIDANS-LES-VESOUL";"70";"HAUTE SAONE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1996-04-26";"9220";"TRUE";"FALSE"
390;442005542;"H2O";"Associations";63000;"CLERMONT-FERRAND";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";"PME";"1";"1998-05-04";"9220";"TRUE";"FALSE"
391;434018719;"ASSOCIATION ""SOCIETE PAUL CEZANNE""";"Associations";13090;"AIX-EN-PROVENCE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1998-07-24";"9220";"TRUE";"FALSE"
392;453274961;"LE COCHONNET DE NEUILLY";"Associations";21800;"NEUILLY-CRIMOLOIS";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"1985-06-25";"9220";"TRUE";"FALSE"
393;488049701;"GROUPE DE GYMNASTIQUE DOUCE ET DETENTE";"Associations";69420;"CONDRIEU";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"1985-12-09";"9220";"TRUE";"FALSE"
394;491671194;"DORURE ET CIE";"Associations";83190;"OLLIOULES";"83";"VAR";"PROVENCE ALPES COTE D AZUR";NA;"1";"2006-04-21";"9220";"TRUE";"FALSE"
395;500066220;"FEDERATION DES ACTEURS DE LA CHANSON";"Associations";13770;"VENELLES";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2004-08-17";"9220";"TRUE";"FALSE"
396;510942543;"ASSOCIATION DES PERSONNES AGEES DE CLANSAYES";"Associations";26130;"CLANSAYES";"26";"DROME";"AUVERGNE RHONE ALPES";NA;"1";"1987-04-09";"9220";"TRUE";"FALSE"
397;527734503;"COMITE DES COMMERCANTS SAXE ST POTHIN";"Associations";69006;"LYON 6EME";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1981-07-01";"9220";"TRUE";"FALSE"
398;751133224;"AMICALE DES CHASSEURS DE TANNAY EN BAZOIS";"Associations";58110;"TAMNAY-EN-BAZOIS";"58";"NIEVRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1998-10-02";"9220";"TRUE";"FALSE"
399;779495688;"CANTINE SCOLAIRE CHEVRIERES";"Associations";38160;"CHEVRIERES";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
400;798907143;"SANTE EN HAUT FOREZ";"Associations";42440;"NOIRETABLE";"42";"LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"2013-11-18";"9220";"TRUE";"FALSE"
401;60500295;"SOCIETE DE L ISLE";"Cooperative";38100;"GRENOBLE";"38";"ISERE";"AUVERGNE RHONE ALPES";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
402;335042875;"CENTRE SOCIO CULTUREL VAIVRE MONTOILLE";"Associations";70000;"VAIVRE-ET-MONTOILLE";"70";"HAUTE SAONE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1986-01-01";"9220";"TRUE";"FALSE"
403;379816549;"PLATOLYRE";"Associations";84580;"OPPEDE";"84";"VAUCLUSE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1990-11-07";"9220";"TRUE";"FALSE"
404;397533878;"ASS ACTION RECHERCHE PAIN PROJET EMPLOI";"Associations";69009;"LYON 9EME";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1994-03-16";"9220";"TRUE";"FALSE"
405;407727817;"ASSOC VOILE LIBRE MONTAGNY LES BEAUNE";"Associations";21200;"MONTAGNY-LES-BEAUNE";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";"PME";"1";"1995-06-03";"9220";"TRUE";"FALSE"
406;442005880;"CLUB DE PLONGEE AIX LAC DU BOURGET";"Associations";73100;"AIX-LES-BAINS";"73";"SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"2000-10-24";"9220";"TRUE";"FALSE"
407;434022547;"ENSEMBLE POUR REUSSIR INSERTION PAYS AIX";"Associations";13090;"AIX-EN-PROVENCE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2000-11-20";"9220";"TRUE";"FALSE"
408;451711832;"COLLECTIF INTER COPROPRIETES";"Associations";13014;"MARSEILLE 14";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"2003-07-18";"9220";"TRUE";"FALSE"
409;488049768;"LES JOURS D ECUME";"Associations";69004;"LYON 4EME";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2006-01-05";"9220";"TRUE";"FALSE"
410;491671251;"LEGION FUNESTE";"Associations";83136;"MAZAUGUES";"83";"VAR";"PROVENCE ALPES COTE D AZUR";NA;"1";"2006-05-16";"9220";"TRUE";"FALSE"
411;500066337;"CORPORATION ETUDIANT MEDECINE DIJON";"Associations";21000;"DIJON";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"1956-01-25";"9220";"TRUE";"FALSE"
412;510942931;"GROUPEMENT POUR UNE GESTION RESPONSABLE DE FORETS BOURGUIGNONNES";"Associations";71400;"AUTUN";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2008-06-18";"9220";"TRUE";"FALSE"
413;527734826;"AMICALE ROMY PASSION";"Associations";21110;"GENLIS";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"1993-02-17";"9220";"TRUE";"FALSE"
414;751133703;"WOMEN VOICE UP";"Associations";74100;"ANNEMASSE";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"2012-03-13";"9220";"TRUE";"FALSE"
415;779495779;"SKI CLUB SCOLAIRE DU CHEYLAS";"Associations";38570;"LE CHEYLAS";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
416;798907283;"MAGNY TONIC GV";"Associations";21170;"MAGNY-LES-AUBIGNY";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";"PME";"1";"2013-09-09";"9220";"TRUE";"FALSE"
